Angle of BB diagonal,Aspect,Average curvature,Average squared speed,Bounding box area,Bounding box diagonal,Bounding box height,Bounding box width,Convex hull area ratio,Cos of first to last,Cos of initial angle,Curviness,DCR,Density 1,Density 2,Distance first to last,Enclosing rectangle ratio,Entropy,Least square error,Length perimeter ratio,Length ratio,Log BB area,Log aspect,Log longest BB side,Log total length,Max curvature,Max speed squared,Min speed squared,Movement,NDDE,Openness,Overtracing,Perimeter efficiency,Perimeter to area,Point ratio,Sharpness,Sin of first to last,Sin of initial angle,Thinness ratio,Total angle,Total angle / total length,Total duration,Total length,Total length / BB diagonal,Width to height ratio,label
1.0199387922631804,0.23454062886573213,0.18781555735207137,0.060824829989416206,3010.0,82.15229759416349,70.0,43.0,0.4968985526579069,0.8985675159864317,0.09053574604251853,2.7042547618419097,15.492239503059821,3.034950603744395,0.04825061714895465,47.853944456021594,0.736677115987461,3.903472697225367,11399.934647928054,0.7989755675200043,3.034950603744395,8.009695357742922,-1.4501264486799723,4.248495242049359,4.97834869711589,3.141592653589793,0.28888888888888886,0.0,7.700437851434926,0.4348921171109278,0.5825028131583428,1.2255627480278024,0.7527698163683543,0.1219971263155727,0.12195121951219512,11.315384789901637,0.4388352985050015,0.9958932064677039,22.176115255594112,7.700437851434926,0.053020772616835736,766.0,145.2343576183535,1.7678672644777214,0.6142857142857143,r
0.9882432605815417,0.20284509718409338,0.20150663720021827,0.0896132541514915,4760.0,101.78899744078434,85.0,56.0,0.568734363974599,0.9538492507391959,0.19611613513818404,2.012946156430134,14.90601079031549,3.176051138541189,0.03777413696769397,56.61271941887264,0.36694677871148396,5.497925600263635,11898.52669745922,0.8075269804831785,3.176051138541189,8.468002947225466,-1.5953126592836235,4.442651256490317,5.191872329488436,3.141592653589793,0.4140625,0.0,8.26177212520895,0.3572542842136167,0.556177198344124,1.3149018724258377,0.7201339484016867,0.10882754507662232,0.2682926829268293,12.09677565605921,-0.30028587523270983,0.9805806756909202,24.231667124909134,8.26177212520895,0.04594853919080766,578.0,179.80489196622332,1.7664472240315037,0.6588235294117647,r
1.1701719399255743,0.38477377652812605,0.290055935657883,0.0928839889799673,3060.0,92.30926280715278,85.0,36.0,0.5228941970488986,0.9284766908852593,0.05547001962252291,2.7759903218828264,10.086932564462908,4.719698748514874,0.058141989936422694,37.69615364994153,0.46850393700787374,9.39831345658231,15903.071156572656,0.8814155566545171,4.719698748514874,8.026170194946426,-0.9550997108284683,4.442651256490317,5.181303037141959,3.141592653589793,0.8711111111111111,0.0,12.762461168946853,0.47815705281668475,0.40836805000484266,2.0312087810562605,0.6981867061812567,0.1277132940349934,0.18181818181818182,16.80777015186066,0.3713906763541037,0.9984603532054125,25.779038390501146,12.762461168946853,0.07173368074709711,782.0,177.91448920545344,1.9273741745413155,0.4235294117647059,r
1.1180178549713606,0.33261969157391236,0.16951513213416577,0.08555624436721602,2664.0,82.29216244576394,74.0,36.0,0.5067567567567576,0.9761870601839528,0.0,1.6045686959811363,16.67953387189641,4.419719770118025,0.06118288725132047,36.87817782917155,0.4864864864864865,4.780767340189653,15370.744916594755,0.8744731007908061,4.419719770118025,7.88758403166028,-1.100755509003178,4.30406509320417,5.093696283018978,3.141592653589793,0.4444444444444444,0.0,6.780605285366631,0.5456058212941663,0.4481371826080855,1.079166848321131,0.6988019093878928,0.1380651168497039,0.15,12.903549334093615,0.21693045781865616,1.0,25.733668262475266,6.780605285366631,0.0416010484077281,594.0,162.99121163751772,1.980640765697947,0.4864864864864865,r
1.0636978224025597,0.27829965900511144,0.2558963030109431,0.08238267763581687,2205.0,72.069410986909,63.0,35.0,0.5759637188208627,0.9983713344239766,0.4472135954999579,3.117771578442945,9.705257620754312,4.235952279133509,0.06734702354291594,35.05709628591621,0.5555555555555556,7.010082894410347,11904.40947250178,0.9010779232011433,4.235952279133509,7.6984827878809465,-1.2790568357291185,4.143134726391533,5.000586216909502,2.5535900500422257,0.4140625,0.0,9.468163211404896,0.9607513818942532,0.48643517139725384,1.5069049770959233,0.7665529187624218,0.1297660036079601,0.2702702702702703,9.791560556772325,-0.057049790538512946,0.8944271909999159,21.38580392932405,9.468163211404896,0.06375859457340202,625.0,148.50018691212966,2.0605161729308965,0.5555555555555556,r
1.013255212114548,0.22785704871709966,0.19684685941800228,0.11476174352712082,4505.0,100.16985574512923,85.0,53.0,0.5249722530521644,0.98588656464073,0.17888543819998318,3.1244652804614717,12.945567185503196,3.6012658662006545,0.042974349422691537,53.75872022286245,0.6235294117647059,4.780767340189653,20342.91836041071,0.8465912501578807,3.6012658662006545,8.412943170042439,-1.4790368259723854,4.442651256490317,5.265791303708321,2.819842099193151,0.48828125,0.0,7.873874376720091,0.8434942565900533,0.5366756278420265,1.253166028339619,0.7538590867929214,0.09669392409734086,0.2,11.177628044582505,0.16741469965597303,0.9838699100999074,22.112075874114584,7.873874376720091,0.040670955494329586,640.0,193.59944414922538,1.9327116197692955,0.6235294117647059,r
1.0121970114513341,0.22679884805388584,0.18095921510838195,0.17927186116422883,4000.0,94.33981132056604,80.0,50.0,0.5449622391911814,0.9524241471993241,0.1414213562373095,1.2809568665348692,13.227867570526326,3.1765833866730806,0.04169076608376198,52.49761899362675,0.4050966608084366,4.499558864853899,10798.144814707968,0.798570929177223,3.1765833866730806,8.294049640102028,-1.4836917862689263,4.382026634673881,5.116574028563649,2.677945044588987,0.6977777777777778,0.0,5.428776453251459,0.622893696383436,0.5564736483862597,0.8640166074758573,0.7243918146954771,0.11467702685070749,0.23333333333333334,8.127487643219865,-0.3047757271037837,0.9899494936611665,23.947644107405864,5.428776453251459,0.03255383003963255,531.0,166.76306433504791,1.76768494658515,0.625,r
1.0598467502982862,0.27444858690083795,0.23726852120605482,0.07803126494232263,2442.0,75.66372975210778,66.0,37.0,0.5741415719286048,0.9856222548132667,0.24253562503633297,2.624841082469444,12.943045052137045,4.020673000744039,0.058466976702382885,35.510561809129406,0.4033816425120779,6.126089872853398,7621.931203753477,0.8733547220919159,4.020673000744039,7.80057265467065,-1.2929913328395817,4.189654742026425,4.961279469721784,3.141592653589793,0.25,0.00390625,8.067129721005864,0.38111501557299376,0.4693207951216571,1.283923571661626,0.7409139170806172,0.14002601676932938,0.29411764705882354,11.93125026443841,-0.1689638151108457,0.9701425001453319,22.891505672142134,8.067129721005864,0.05650185986288886,484.0,142.776357107219,1.8869854496333716,0.5606060606060606,r
1.0703555136476024,0.2849573502501541,0.1891694281160247,0.0864224584941114,2240.0,72.94518489934754,64.0,35.0,0.5324204780726544,1.0,0.0,2.456481102062771,14.762040732491755,4.534344315960865,0.06680060822620917,33.0,0.4099378881987575,4.61144556091803,10509.559824300995,0.8843017858140259,4.534344315960865,7.7142311448490855,-1.2554157581569756,4.1588830833596715,5.008188051550869,3.141592653589793,0.31640625,0.0,6.810099412176889,0.42771210218140787,0.45239449383169866,1.0838609843951628,0.7047000106998277,0.14954550882964518,0.19444444444444445,11.342325933290706,0.0,1.0,25.30470669737951,6.810099412176889,0.0455119052444773,547.0,149.63336242670854,2.0513124016777557,0.546875,r
1.0169419343230988,0.23154377092565048,0.3039610591841747,0.08644847735102026,3572.0,89.35882720806042,76.0,47.0,0.5512667664661722,0.991949779603849,0.8944271909999159,3.055414960994254,9.944332713466293,3.545541885179683,0.04703047257986201,47.38143096192854,0.470937129300118,8.463866034778617,16459.87069850081,0.8515463247449292,3.545541885179683,8.18088094199639,-1.4629863480555365,4.330733340286331,5.123921407397483,3.141592653589793,0.35555555555555557,0.0,12.15844236736699,0.4117446318855989,0.5302378337129138,1.9350762030643824,0.7496515301034142,0.11334659715263952,0.2,16.340716882866044,-0.12663188675793818,0.4472135954999579,22.36098861532704,12.15844236736699,0.07237476183133133,594.0,167.9928480552671,1.8799804485360756,0.618421052631579,r
